,eventTimeStart,eventTimeEnd,latStart,lonStart,latEnd,lonEnd
111,2017-05-24 12:31:40,2017-05-24 12:31:42,47.409291,8.546942,47.423743,8.555213
1496,2017-05-24 12:31:42,2017-05-24 12:31:44,47.409291,8.546942,47.423743,8.555213
1282,2017-05-24 12:31:57,2017-05-24 12:31:58,47.409291,8.546942,47.423743,8.555213
702,2017-05-24 12:32:11,2017-05-24 12:32:14,47.409291,8.546942,47.423743,8.555213
179,2017-05-24 12:32:18,2017-05-24 12:32:19,47.409291,8.546942,47.423743,8.555213
656,2017-05-24 12:32:26,2017-05-24 12:32:30,47.409291,8.546942,47.423743,8.555213
1127,2017-05-24 12:32:42,2017-05-24 12:32:45,47.409291,8.546942,47.423743,8.555213
1485,2017-05-24 12:32:48,2017-05-24 12:32:48,47.409291,8.546942,47.423743,8.555213
1186,2017-05-24 12:32:50,2017-05-24 12:32:51,47.409291,8.546942,47.423743,8.555213
648,2017-05-24 12:32:56,2017-05-24 12:32:59,47.409291,8.546942,47.423743,8.555213
1449,2017-05-24 12:33:02,2017-05-24 12:33:04,47.409291,8.546942,47.423743,8.555213
934,2017-05-24 12:33:13,2017-05-24 12:33:13,47.409291,8.546942,47.423743,8.555213
77,2017-05-24 12:33:21,2017-05-24 12:33:25,47.409291,8.546942,47.423743,8.555213
1397,2017-05-24 12:33:27,2017-05-24 12:33:30,47.409291,8.546942,47.423743,8.555213
1221,2017-05-24 12:33:34,2017-05-24 12:33:36,47.409291,8.546942,47.423743,8.555213
347,2017-05-24 12:33:44,2017-05-24 12:33:46,47.409291,8.546942,47.423743,8.555213
1239,2017-05-24 12:33:51,2017-05-24 12:33:52,47.409291,8.546942,47.423743,8.555213
1297,2017-05-24 12:33:54,2017-05-24 12:33:54,47.409291,8.546942,47.423743,8.555213
36,2017-05-24 12:33:58,2017-05-24 12:33:58,47.409291,8.546942,47.423743,8.555213
53,2017-05-24 12:34:10,2017-05-24 12:34:14,47.409291,8.546942,47.423743,8.555213
54,2017-05-24 12:34:17,2017-05-24 12:34:21,47.409291,8.546942,47.423743,8.555213
487,2017-05-24 12:34:22,2017-05-24 12:34:25,47.409291,8.546942,47.423743,8.555213
1094,2017-05-24 12:34:38,2017-05-24 12:34:38,47.409291,8.546942,47.423743,8.555213
26,2017-05-24 12:34:46,2017-05-24 12:34:50,47.409291,8.546942,47.423743,8.555213
751,2017-05-24 12:34:55,2017-05-24 12:34:56,47.409291,8.546942,47.423743,8.555213
590,2017-05-24 12:34:58,2017-05-24 12:35:00,47.409291,8.546942,47.423743,8.555213
454,2017-05-24 12:35:06,2017-05-24 12:35:06,47.409291,8.546942,47.423743,8.555213
855,2017-05-24 12:35:21,2017-05-24 12:35:27,47.409291,8.546942,47.423743,8.555213
512,2017-05-24 12:35:28,2017-05-24 12:35:32,47.409291,8.546942,47.423743,8.555213
137,2017-05-24 12:35:38,2017-05-24 12:35:40,47.409291,8.546942,47.423743,8.555213
531,2017-05-24 12:35:47,2017-05-24 12:35:48,47.409291,8.546942,47.423743,8.555213
1200,2017-05-24 12:35:51,2017-05-24 12:35:55,47.409291,8.546942,47.423743,8.555213
1222,2017-05-24 12:35:59,2017-05-24 12:36:01,47.409291,8.546942,47.423743,8.555213
1101,2017-05-24 12:36:04,2017-05-24 12:36:05,47.409291,8.546942,47.423743,8.555213
202,2017-05-24 12:36:13,2017-05-24 12:36:19,47.409291,8.546942,47.423743,8.555213
219,2017-05-24 12:36:20,2017-05-24 12:36:21,47.409291,8.546942,47.423743,8.555213
574,2017-05-24 12:36:22,2017-05-24 12:36:24,47.409291,8.546942,47.423743,8.555213
719,2017-05-24 12:36:31,2017-05-24 12:36:31,47.409291,8.546942,47.423743,8.555213
551,2017-05-24 12:36:39,2017-05-24 12:36:40,47.409291,8.546942,47.423743,8.555213
397,2017-05-24 12:36:59,2017-05-24 12:36:59,47.409291,8.546942,47.423743,8.555213
87,2017-05-24 12:37:06,2017-05-24 12:37:07,47.409291,8.546942,47.423743,8.555213
1240,2017-05-24 12:37:08,2017-05-24 12:37:10,47.409291,8.546942,47.423743,8.555213
957,2017-05-24 12:37:13,2017-05-24 12:37:15,47.409291,8.546942,47.423743,8.555213
481,2017-05-24 12:37:26,2017-05-24 12:37:26,47.409291,8.546942,47.423743,8.555213
130,2017-05-24 12:37:30,2017-05-24 12:37:35,47.409291,8.546942,47.423743,8.555213
250,2017-05-24 12:37:35,2017-05-24 12:37:36,47.409291,8.546942,47.423743,8.555213
498,2017-05-24 12:37:44,2017-05-24 12:37:48,47.409291,8.546942,47.423743,8.555213
55,2017-05-24 12:37:49,2017-05-24 12:37:49,47.409291,8.546942,47.423743,8.555213
291,2017-05-24 12:38:02,2017-05-24 12:38:06,47.409291,8.546942,47.423743,8.555213
332,2017-05-24 12:38:18,2017-05-24 12:38:19,47.409291,8.546942,47.423743,8.555213
794,2017-05-24 12:38:21,2017-05-24 12:38:25,47.409291,8.546942,47.423743,8.555213
1194,2017-05-24 12:56:31,2017-05-24 12:56:31,47.409291,8.546942,47.423743,8.555213
1149,2017-05-24 12:56:34,2017-05-24 12:56:37,47.409291,8.546942,47.423743,8.555213
1528,2017-05-24 12:56:40,2017-05-24 12:56:45,47.409291,8.546942,47.423743,8.555213
1020,2017-05-24 12:56:47,2017-05-24 12:56:50,47.409291,8.546942,47.423743,8.555213
584,2017-05-24 12:56:50,2017-05-24 12:56:52,47.409291,8.546942,47.423743,8.555213
541,2017-05-24 12:56:55,2017-05-24 12:56:56,47.409291,8.546942,47.423743,8.555213
1259,2017-05-24 12:57:12,2017-05-24 12:57:13,47.409291,8.546942,47.423743,8.555213
415,2017-05-24 12:57:15,2017-05-24 12:57:15,47.409291,8.546942,47.423743,8.555213
1461,2017-05-24 12:57:17,2017-05-24 12:57:17,47.409291,8.546942,47.423743,8.555213
119,2017-05-24 12:57:23,2017-05-24 12:57:23,47.409291,8.546942,47.423743,8.555213
594,2017-05-24 12:57:38,2017-05-24 12:57:38,47.409291,8.546942,47.423743,8.555213
595,2017-05-24 12:57:50,2017-05-24 12:57:51,47.409291,8.546942,47.423743,8.555213
818,2017-05-24 12:57:51,2017-05-24 12:57:53,47.409291,8.546942,47.423743,8.555213
1283,2017-05-24 12:57:56,2017-05-24 12:57:57,47.409291,8.546942,47.423743,8.555213
1195,2017-05-24 12:58:02,2017-05-24 12:58:03,47.409291,8.546942,47.423743,8.555213
281,2017-05-24 12:58:08,2017-05-24 12:58:09,47.409291,8.546942,47.423743,8.555213
210,2017-05-24 12:58:21,2017-05-24 12:58:21,47.409291,8.546942,47.423743,8.555213
1462,2017-05-24 12:58:30,2017-05-24 12:58:32,47.409291,8.546942,47.423743,8.555213
407,2017-05-24 12:58:45,2017-05-24 12:58:46,47.409291,8.546942,47.423743,8.555213
894,2017-05-24 12:58:49,2017-05-24 12:58:50,47.409291,8.546942,47.423743,8.555213
88,2017-05-24 12:58:50,2017-05-24 12:58:53,47.409291,8.546942,47.423743,8.555213
657,2017-05-24 12:58:57,2017-05-24 12:58:58,47.409291,8.546942,47.423743,8.555213
675,2017-05-24 12:59:01,2017-05-24 12:59:01,47.409291,8.546942,47.423743,8.555213
220,2017-05-24 12:59:02,2017-05-24 12:59:03,47.409291,8.546942,47.423743,8.555213
416,2017-05-24 12:59:06,2017-05-24 12:59:06,47.409291,8.546942,47.423743,8.555213
912,2017-05-24 12:59:08,2017-05-24 12:59:08,47.409291,8.546942,47.423743,8.555213
1128,2017-05-24 12:59:09,2017-05-24 12:59:10,47.409291,8.546942,47.423743,8.555213
367,2017-05-24 12:59:11,2017-05-24 12:59:12,47.409291,8.546942,47.423743,8.555213
180,2017-05-24 12:59:13,2017-05-24 12:59:13,47.409291,8.546942,47.423743,8.555213
525,2017-05-24 12:59:23,2017-05-24 12:59:25,47.409291,8.546942,47.423743,8.555213
1415,2017-05-24 12:59:33,2017-05-24 12:59:33,47.409291,8.546942,47.423743,8.555213
575,2017-05-24 12:59:37,2017-05-24 12:59:38,47.409291,8.546942,47.423743,8.555213
319,2017-05-24 12:59:49,2017-05-24 12:59:49,47.409291,8.546942,47.423743,8.555213
1373,2017-05-24 12:59:59,2017-05-24 12:59:59,47.409291,8.546942,47.423743,8.555213
1440,2017-05-24 13:00:15,2017-05-24 13:00:16,47.409291,8.546942,47.423743,8.555213
328,2017-05-24 13:00:17,2017-05-24 13:00:17,47.409291,8.546942,47.423743,8.555213
740,2017-05-24 13:00:19,2017-05-24 13:00:19,47.409291,8.546942,47.423743,8.555213
2,2017-05-24 13:00:22,2017-05-24 13:00:23,47.409291,8.546942,47.423743,8.555213
358,2017-05-24 13:00:25,2017-05-24 13:00:25,47.409291,8.546942,47.423743,8.555213
78,2017-05-24 13:00:27,2017-05-24 13:00:28,47.409291,8.546942,47.423743,8.555213
374,2017-05-24 13:00:34,2017-05-24 13:00:35,47.409291,8.546942,47.423743,8.555213
1305,2017-05-24 13:00:47,2017-05-24 13:00:48,47.409291,8.546942,47.423743,8.555213
883,2017-05-24 13:00:50,2017-05-24 13:00:51,47.409291,8.546942,47.423743,8.555213
903,2017-05-24 13:01:06,2017-05-24 13:01:08,47.409291,8.546942,47.423743,8.555213
145,2017-05-24 13:01:11,2017-05-24 13:01:12,47.409291,8.546942,47.423743,8.555213
1006,2017-05-24 13:01:20,2017-05-24 13:01:22,47.409291,8.546942,47.423743,8.555213
1403,2017-05-24 13:01:38,2017-05-24 13:01:39,47.409291,8.546942,47.423743,8.555213
802,2017-05-24 13:01:46,2017-05-24 13:01:46,47.409291,8.546942,47.423743,8.555213
499,2017-05-24 13:01:56,2017-05-24 13:01:57,47.409291,8.546942,47.423743,8.555213
703,2017-05-24 13:02:04,2017-05-24 13:02:10,47.409291,8.546942,47.423743,8.555213
500,2017-05-24 13:02:15,2017-05-24 13:02:15,47.409291,8.546942,47.423743,8.555213
320,2017-05-24 13:02:18,2017-05-24 13:02:21,47.409291,8.546942,47.423743,8.555213
1105,2017-05-24 13:02:24,2017-05-24 13:02:25,47.409291,8.546942,47.423743,8.555213
576,2017-05-24 13:02:29,2017-05-24 13:02:29,47.409291,8.546942,47.423743,8.555213
962,2017-05-24 13:02:31,2017-05-24 13:02:31,47.409291,8.546942,47.423743,8.555213
795,2017-05-24 13:02:34,2017-05-24 13:02:36,47.409291,8.546942,47.423743,8.555213
941,2017-05-24 13:02:41,2017-05-24 13:02:42,47.409291,8.546942,47.423743,8.555213
1388,2017-05-24 13:02:52,2017-05-24 13:02:54,47.409291,8.546942,47.423743,8.555213
1430,2017-05-24 13:02:56,2017-05-24 13:02:57,47.409291,8.546942,47.423743,8.555213
913,2017-05-24 13:03:00,2017-05-24 13:03:07,47.409291,8.546942,47.423743,8.555213
1381,2017-05-24 13:03:22,2017-05-24 13:03:23,47.409291,8.546942,47.423743,8.555213
251,2017-05-24 13:03:32,2017-05-24 13:03:35,47.409291,8.546942,47.423743,8.555213
257,2017-05-24 13:03:41,2017-05-24 13:03:44,47.409291,8.546942,47.423743,8.555213
131,2017-05-24 13:03:52,2017-05-24 13:03:54,47.409291,8.546942,47.423743,8.555213
577,2017-05-24 13:04:02,2017-05-24 13:04:03,47.409291,8.546942,47.423743,8.555213
813,2017-05-24 13:04:03,2017-05-24 13:04:05,47.409291,8.546942,47.423743,8.555213
297,2017-05-24 13:04:05,2017-05-24 13:04:10,47.409291,8.546942,47.423743,8.555213
1234,2017-05-24 13:04:11,2017-05-24 13:04:13,47.409291,8.546942,47.423743,8.555213
1249,2017-05-24 13:04:30,2017-05-24 13:04:30,47.409291,8.546942,47.423743,8.555213
